study	health status	component_1	component_2	component_3	component_4	component_5	component_6	component_7	component_8	component_9	component_10	component_11	component_12	component_13	component_14	component_15	component_16	component_17	component_18	component_19	component_20	component_21	component_22	component_23	component_24	component_25	component_26	component_27	component_28	component_29	component_30	component_31	component_32	component_33	component_34	component_35	component_36	component_37	component_38	component_39	component_40	component_41	component_42	component_43	component_44	component_45	component_46
Horstmann	healthy	0.5419370403436893	-1.0111365675664432	-2.1383568751316417	0.0061505497589506375	-0.2227123953358878	0.25942213982244755	0.2657194717334962	-1.0340698427033677	1.5902691603591428	0.7660863346744866	-0.055064971093636714	-0.06383720362664116	1.3789263653691575	1.2366692135788722	-0.7672133630199068	-0.9062350233867996	0.8176756878198429	1.0925613781921117	-0.3246536909308776	-1.3789779027919478	-1.119173430156622	2.0515201312098172	-0.5757538693838503	-1.8852853978969553	0.9072259933054139	-0.292228196591983	0.4687498854702054	1.4365688662335139	-1.5615087220357424	1.5783901243597538	0.8104875377351388	-0.5575522271643969	-1.9042918950125423	0.7479181776061712	0.8255777125659906	1.480479269862516	-1.4939372244422544	1.1173935271904383	0.6817870555307137	0.6219061177063405	2.09865915300613	1.025993304686158	1.2624954655115463	-2.484391288249643	-1.3543766008822855	0.1552691208219044
Horstmann	healthy	1.122315334894933	-1.518105344757388	-0.6675951963755631	2.3273261682468402	-0.1259554575878512	-1.3394969039159832	1.436186969979914	0.3524582862697274	-1.5422423300890167	-0.42447590672618885	0.052356609660717895	-0.7447037515933983	1.3181765832867358	0.5751300042199573	0.46264534349332864	1.5664793903717582	-1.2828580941647576	-1.645341425656269	0.44902794377644417	-2.017239142680876	-0.17939704979558121	-0.023081831207510988	1.5806167742574295	0.2883458346212215	1.1488011102020055	-1.5470127292188773	-0.1383849639545066	0.9641768004020463	1.1433661777114459	0.012089398135881167	0.36183103425325114	-0.014621833681545897	0.06785236789709319	-0.4934367728169785	-1.0678425050656268	2.504066566424612	0.20181148764376688	-0.43377877144970894	0.48532083846509844	0.16274935435475096	-1.13879881736749	1.4042538078109008	-1.004569715648119	0.7407210275931075	-0.1621171398315415	-0.02270632228924037
Horstmann	healthy	-2.1320468086290374	1.4925370245615581	0.46370315690148145	-1.96897011943787	0.7293706629450373	-0.3995809787596337	-2.3523021087291935	0.6270095952536189	0.20729726381987348	-0.6662614473909386	2.26193813289439	0.850054698973401	0.16543309762501937	-1.799029944507279	0.5788144557597206	-1.7188076262298626	-0.6621009226137439	1.8510304979840857	0.16534892190265854	-1.6661826802839756	-1.374554397487596	0.20464584792419124	1.2707959553212422	0.6549429520536945	0.3079202499563027	0.8095791673567716	1.5755560853855752	0.6026627617001917	1.2972903738701287	-0.6648562234843778	-0.4070640445462362	0.7646308068462554	0.10302624678335952	-0.13305002188843754	0.6387344826998398	-0.8083180404177372	-1.4379317100973688	2.210351376071845	-0.7863233513335094	-2.8724472062895443	-1.5650095449373076	-2.3502893806925242	0.4787295714812174	1.3717520339402702	-0.29726744705607416	-0.6704514699591527
Horstmann	healthy	-1.2244283839363284	-1.306127724448275	0.8404624424214617	0.736872939216683	0.7876072465785168	-0.08765259292814542	0.36043428092556473	-0.47592891457412734	-0.9354802014782959	1.0640167357934192	-0.10693717925020654	-1.2106441484229389	-0.7406308371598185	-0.8698361778809544	-0.05292463628802616	1.1186211980824137	-0.6707371331869627	0.9401925226776648	1.3481922175568384	-0.8285785681209581	1.286806618716605	0.6768332891262123	-0.24794241276755702	-0.5283491727775206	-0.8314279211835846	0.8848319259815227	0.990022177986179	0.4604899550867491	1.3561437628686126	1.3465468359206958	2.031612982270608	-0.8189611910183049	1.8835387391799108	-0.5394531433021642	1.4758770911623225	0.10734922398941842	0.07861612029772155	0.6183384950155141	-1.296967451125246	0.3348101342992153	-1.7828784163233273	-0.999619647847417	1.0279985272278265	-0.8601815733989474	1.170797554851119	0.19215110923826687
Horstmann	healthy	-0.06893800450108678	-1.2438893459679297	0.3667315193893421	1.3158320460662416	1.8775030054883302	2.163236497206126	-1.0435227197707788	-0.054419879247008196	-1.7602684275495717	0.5463080611137645	-0.1147524777434914	1.0800826752451322	1.2535649637388488	0.3613907573481773	0.2699159784684539	-0.26010455282110545	2.2151749608649363	3.209597738619583	2.651746129400655	-0.01952088081193164	-0.6457967623012536	-0.12018892974822602	1.3004746760117956	1.0939558758277876	1.436676950076838	-3.2018544731203935	2.3563901399538576	-0.02360175532440698	-3.222205894674754	-1.6006148756833027	0.604934047910563	0.06236563659595548	-3.1934938884714525	-1.1000919508166667	-1.5418150847245964	-0.3932501340103974	-0.45137782167047047	1.3573721872463926	0.31429025425854223	-0.9233981457849927	-1.1941285389389138	-0.9700070092487657	-1.9522871920666705	-0.7562920241648182	-0.6151517400900292	1.3039600523713484
Horstmann	healthy	-1.9564405007166061	-1.8278282479393555	1.0015268568204716	-0.3929370645841924	-1.1088428861955806	-1.936288551672115	1.2598045531338233	-4.189175379385917	-3.3829299004645326	2.803171806656057	-0.17170408888029848	-0.6817928711967546	-0.5737459559238749	-2.887716060746746	-1.1051311697818158	-0.638839548251418	0.07409412598923712	-0.7032464665070832	-0.7248414160657628	1.6141956385764964	1.9037902959386699	-1.5110467358193886	0.012396174312083378	0.05078736388621042	-0.5389185333741036	1.9122197634947675	0.8024112007818166	-1.001274654405767	1.067291841693772	0.9810197225739561	4.830988854746646	0.37956721872133603	2.673413559365322	-1.1717283672931291	0.3290444509519515	-1.6293876688613862	0.4551799609580913	-1.4459814298577154	-0.0496557193881504	-2.8707751759448663	-1.2385283782013667	1.2216365774397906	0.8501604568692883	-1.5383276325604487	-0.360104541530636	-0.19825253223796943
Horstmann	healthy	-0.8555354925206928	0.5499719321194492	-0.01658198695305388	-0.39167811130346897	-0.469921210957902	-0.09919207166389257	-0.41948398549427224	1.7278492375430554	-0.35029321219190535	-0.41783771180609264	0.39124602263600883	1.0497546222320202	-1.7301949153668932	-0.8041164544469377	-0.34907289371247663	2.4023092975372573	-2.490108616602807	-1.1286779087275203	-1.1818687312162903	-0.09976582738319252	-1.6563817526793463	-0.019576879993100996	0.5731813572353314	-0.9909405995046953	0.4462764659841188	0.6384438131176562	1.5220187074402673	-0.20416028662198268	0.7364415723815356	-1.03376006834407	-1.2501289616633606	-1.325051485495148	-1.2611812260152446	0.20973057325219552	-0.8710794133671188	-2.436708805658497	0.09506540985450992	0.6895812222869243	0.4869904292845913	0.47766971501863204	0.7360458336889977	-1.7223726891726605	0.3444417000127929	-1.221435967521725	-0.6373741251937353	-0.3962654779056478
Horstmann	healthy	-0.717543889447617	-1.0088315010636628	1.5786643103616418	-1.086692011717458	1.8723329168405989	1.129604716239139	1.2492270140692583	-0.0412993497685345	1.6683806783959039	1.006394885908264	0.18847409030475162	0.23946533837631911	0.8911862800544925	-0.4242681179462519	-2.427280674634999	1.004035069088617	0.22967080201989767	-1.1888515811013265	-0.6869650677864976	1.3114061003527928	-0.3620886568343197	-1.2911362094210588	0.5713854867687139	-0.12412879714030015	-0.03056274384968234	0.5090023671878805	-0.026867754051888224	0.9211776684436953	0.7451706627619101	0.3580031367411923	-0.10539398009921583	-0.4580071244061894	-0.4444577162837225	-0.5328127677592331	-0.1463867089203912	1.6133508321558176	-0.29592291071736354	0.82313385651896	0.646774332479539	-0.47752131524956	0.7278459836776172	1.1286757378272974	0.7105776273301107	-0.23142876539691856	1.5831095005695195	-0.5121043721088425
Horstmann	healthy	1.3045953318472203	0.04659168148116393	1.0957639888487096	2.1644098479102696	-0.39802384332446433	0.5705625798324406	-0.6327278862371118	-0.5902802240827113	-0.2480543209556104	-1.550955263279428	-0.48662181920334646	-1.334812058077621	1.079382504427313	-0.7320971673545614	0.71936482156108	-0.21624793735189887	-0.4273127739900158	0.011586012498853517	-0.021637481202548797	0.8755627860850578	-2.313705332253082	0.47299629447896463	1.038239468914081	0.03842747252916978	2.1677598655102974	1.097090586448729	0.08817470091123307	0.8111576101791778	0.07074391598498998	0.86004134067835	0.05700578022204015	-0.6198361072493292	1.0261052551309546	-0.8274140234276753	-0.03805385237757323	-1.5558583287743841	1.2794027727932735	0.41454298051872285	0.24472186141226684	0.3329933904117589	0.021853185099041696	-0.6199036025257119	1.3301013593817799	-0.2746484548996333	1.3343923983206776	0.4618724192510383
Horstmann	healthy	-1.533092149238984	0.3692203236908439	-0.9015018569710181	0.013559695669962978	1.36499272605444	-2.552796383678289	-2.2628543493526383	-1.8999291591350247	0.09580055322973412	0.2607804128455246	-1.6169086975065978	1.0101096247725627	0.9099683308632557	-0.3233854854062621	-1.2358749151045387	2.3944647169283297	0.5554075955197016	-0.049037339028310464	-0.6010716882728968	-0.7475747388472583	-0.07560796391749737	0.9709308378084809	-0.2771267163334905	-0.05611993628908297	-0.46495322441195736	0.46967012698353006	0.4139177147136075	-2.3927297996101817	1.4096683191977508	1.1188739751708898	1.4341207162646357	-0.19679883248795813	-0.658938163048007	0.25588764942947095	-0.11369083017478689	-0.6191056328695003	2.0536685938988017	-0.18158543939252195	-1.186224188697942	-0.15449686634406837	0.6864992714516068	-0.3777268169409519	-0.03878395269133979	1.1449194497121515	-1.5471992113109423	0.7247276108484505
